Ensembl	pval	protein
ENSP00000220940	0.49985	9606.ENSP00000220940
ENSP00000220966	0.69809	9606.ENSP00000220966
ENSP00000221086	0.085094	9606.ENSP00000221086
ENSP00000221114	0.48199	9606.ENSP00000221114
ENSP00000221130	0.16257	9606.ENSP00000221130
ENSP00000221132	0.48607	9606.ENSP00000221132
ENSP00000221138	0.32911	9606.ENSP00000221138
ENSP00000221166	0.9474	9606.ENSP00000221166
ENSP00000221200	0.065525	9606.ENSP00000221200
ENSP00000221233	0.20834	9606.ENSP00000221233
ENSP00000221265	0.83662	9606.ENSP00000221265
ENSP00000221307	0.30748	9606.ENSP00000221307
ENSP00000221315	0.41761	9606.ENSP00000221315
ENSP00000221327	0.21163	9606.ENSP00000221327
ENSP00000221399	0.55368	9606.ENSP00000221399
ENSP00000221403	0.45711	9606.ENSP00000221403
ENSP00000221418	0.4103	9606.ENSP00000221418
ENSP00000221419	0.3495	9606.ENSP00000221419
ENSP00000221444	0.48689	9606.ENSP00000221444
ENSP00000221452	0.51353	9606.ENSP00000221452
ENSP00000221455	0.88316	9606.ENSP00000221455
ENSP00000221459	0.48081	9606.ENSP00000221459
ENSP00000221462	0.0062762	9606.ENSP00000221462
ENSP00000221476	0.56621	9606.ENSP00000221476
ENSP00000221480	0.26672	9606.ENSP00000221480
ENSP00000221485	0.27956	9606.ENSP00000221485
ENSP00000221486	0.85117	9606.ENSP00000221486
ENSP00000221494	0.11498	9606.ENSP00000221494
ENSP00000221496	0.088305	9606.ENSP00000221496
ENSP00000221498	0.42185	9606.ENSP00000221498
ENSP00000221515	0.41913	9606.ENSP00000221515
ENSP00000221538	0.30471	9606.ENSP00000221538
ENSP00000221543	0.58627	9606.ENSP00000221543
ENSP00000221561	0.32784	9606.ENSP00000221561
ENSP00000221566	0.89664	9606.ENSP00000221566
ENSP00000221573	0.5942	9606.ENSP00000221573
ENSP00000221665	0.13707	9606.ENSP00000221665
ENSP00000221671	0.60828	9606.ENSP00000221671
ENSP00000221700	0.62145	9606.ENSP00000221700
ENSP00000221730	0.71605	9606.ENSP00000221730
ENSP00000221742	0.72907	9606.ENSP00000221742
ENSP00000221797	0.90941	9606.ENSP00000221797
ENSP00000221801	0.28998	9606.ENSP00000221801
ENSP00000221804	0.45053	9606.ENSP00000221804
ENSP00000221847	0.75351	9606.ENSP00000221847
ENSP00000221855	0.058884	9606.ENSP00000221855
ENSP00000221856	0.0079446	9606.ENSP00000221856
ENSP00000221859	0.042177	9606.ENSP00000221859
ENSP00000221891	0.5465	9606.ENSP00000221891
ENSP00000221922	0.68403	9606.ENSP00000221922
ENSP00000221930	0.30706	9606.ENSP00000221930
ENSP00000221954	0.69009	9606.ENSP00000221954
ENSP00000221957	0.6161	9606.ENSP00000221957
ENSP00000221972	0.36374	9606.ENSP00000221972
ENSP00000221973	0.78983	9606.ENSP00000221973
ENSP00000221978	0.87025	9606.ENSP00000221978
ENSP00000221980	0.097657	9606.ENSP00000221980
ENSP00000221992	0.21728	9606.ENSP00000221992
ENSP00000221996	0.20259	9606.ENSP00000221996
ENSP00000222002	0.35188	9606.ENSP00000222002
ENSP00000222005	0.50052	9606.ENSP00000222005
ENSP00000222008	0.32038	9606.ENSP00000222008
ENSP00000222032	0.36055	9606.ENSP00000222032
ENSP00000222033	0.60997	9606.ENSP00000222033
ENSP00000222115	0.2234	9606.ENSP00000222115
ENSP00000222120	0.70675	9606.ENSP00000222120
ENSP00000222122	0.88041	9606.ENSP00000222122
ENSP00000222139	0.8253	9606.ENSP00000222139
ENSP00000222145	0.45312	9606.ENSP00000222145
ENSP00000222219	0.73464	9606.ENSP00000222219
ENSP00000222224	0.33657	9606.ENSP00000222224
ENSP00000222247	0.58292	9606.ENSP00000222247
ENSP00000222248	0.59439	9606.ENSP00000222248
ENSP00000222250	0.070554	9606.ENSP00000222250
ENSP00000222254	0.67212	9606.ENSP00000222254
ENSP00000222256	0.36911	9606.ENSP00000222256
ENSP00000222271	0.66769	9606.ENSP00000222271
ENSP00000222284	0.17035	9606.ENSP00000222284
ENSP00000222286	0.27702	9606.ENSP00000222286
ENSP00000222305	0.29747	9606.ENSP00000222305
ENSP00000222329	0.24447	9606.ENSP00000222329
ENSP00000222330	0.23936	9606.ENSP00000222330
ENSP00000222339	0.13724	9606.ENSP00000222339
ENSP00000222345	0.43537	9606.ENSP00000222345
ENSP00000222374	0.45552	9606.ENSP00000222374
ENSP00000222381	0.27267	9606.ENSP00000222381
ENSP00000222382	0.35281	9606.ENSP00000222382
ENSP00000222388	0.066581	9606.ENSP00000222388
ENSP00000222390	0.73926	9606.ENSP00000222390
ENSP00000222399	0.21159	9606.ENSP00000222399
ENSP00000222402	0.27668	9606.ENSP00000222402
ENSP00000222462	0.32702	9606.ENSP00000222462
ENSP00000222481	0.57881	9606.ENSP00000222481
ENSP00000222482	0.26891	9606.ENSP00000222482
ENSP00000222511	0.45137	9606.ENSP00000222511
ENSP00000222543	0.16067	9606.ENSP00000222543
ENSP00000222547	0.65196	9606.ENSP00000222547
ENSP00000222553	0.24145	9606.ENSP00000222553
ENSP00000222567	0.42524	9606.ENSP00000222567
ENSP00000222573	5.3106e-4	9606.ENSP00000222573
ENSP00000222574	0.013127	9606.ENSP00000222574
ENSP00000222584	0.49847	9606.ENSP00000222584
ENSP00000222644	0.60536	9606.ENSP00000222644
ENSP00000222674	0.11963	9606.ENSP00000222674
ENSP00000222693	0.0031959000000000002	9606.ENSP00000222693
ENSP00000222718	0.63331	9606.ENSP00000222718
ENSP00000222725	0.090447	9606.ENSP00000222725
ENSP00000222726	0.087276	9606.ENSP00000222726
ENSP00000222728	0.05957	9606.ENSP00000222728
ENSP00000222747	0.8129	9606.ENSP00000222747
ENSP00000222792	0.45347	9606.ENSP00000222792
ENSP00000222800	0.56161	9606.ENSP00000222800
ENSP00000222803	0.90798	9606.ENSP00000222803
ENSP00000222812	0.0061731	9606.ENSP00000222812
ENSP00000222823	0.60393	9606.ENSP00000222823
ENSP00000222968	0.57868	9606.ENSP00000222968
ENSP00000222982	0.12741	9606.ENSP00000222982
ENSP00000222990	0.65069	9606.ENSP00000222990
ENSP00000223023	0.2265	9606.ENSP00000223023
ENSP00000223026	0.582	9606.ENSP00000223026
ENSP00000223029	0.70104	9606.ENSP00000223029
ENSP00000223061	0.47481	9606.ENSP00000223061
ENSP00000223073	0.48471	9606.ENSP00000223073
ENSP00000223095	0.67867	9606.ENSP00000223095
ENSP00000223114	0.80742	9606.ENSP00000223114
ENSP00000223127	0.75081	9606.ENSP00000223127
ENSP00000223129	0.16386	9606.ENSP00000223129
ENSP00000223136	0.2549	9606.ENSP00000223136
ENSP00000223145	0.34257	9606.ENSP00000223145
ENSP00000223167	0.052319	9606.ENSP00000223167
ENSP00000223208	0.01021	9606.ENSP00000223208
ENSP00000223210	0.38061	9606.ENSP00000223210
ENSP00000223215	0.25601	9606.ENSP00000223215
ENSP00000223273	0.7358	9606.ENSP00000223273
ENSP00000223293	0.1734	9606.ENSP00000223293
ENSP00000223321	0.43843	9606.ENSP00000223321
ENSP00000223324	0.34369	9606.ENSP00000223324
ENSP00000223357	0.61524	9606.ENSP00000223357
ENSP00000223364	0.49441	9606.ENSP00000223364
ENSP00000223366	0.18947	9606.ENSP00000223366
ENSP00000223369	0.63148	9606.ENSP00000223369
ENSP00000223398	0.33629	9606.ENSP00000223398
ENSP00000223459	0.51988	9606.ENSP00000223459
ENSP00000223500	0.23523	9606.ENSP00000223500
ENSP00000223528	0.36578	9606.ENSP00000223528
ENSP00000223641	0.15339	9606.ENSP00000223641
ENSP00000223642	0.012409	9606.ENSP00000223642
ENSP00000223795	0.0017595	9606.ENSP00000223795
ENSP00000223836	0.50817	9606.ENSP00000223836
ENSP00000223862	0.37602	9606.ENSP00000223862
ENSP00000223864	0.6794	9606.ENSP00000223864
ENSP00000224073	0.025416	9606.ENSP00000224073
ENSP00000224140	0.055237	9606.ENSP00000224140
ENSP00000224337	0.41374	9606.ENSP00000224337
ENSP00000224356	0.63169	9606.ENSP00000224356
ENSP00000224652	0.87176	9606.ENSP00000224652
ENSP00000224721	0.24463	9606.ENSP00000224721
ENSP00000224784	0.3991	9606.ENSP00000224784
ENSP00000224807	0.58969	9606.ENSP00000224807
ENSP00000224862	0.92977	9606.ENSP00000224862
ENSP00000224950	0.00671	9606.ENSP00000224950
ENSP00000225171	0.12341	9606.ENSP00000225171
ENSP00000225174	0.063209	9606.ENSP00000225174
ENSP00000225235	0.4677	9606.ENSP00000225235
ENSP00000225275	0.31965	9606.ENSP00000225275
ENSP00000225276	0.72744	9606.ENSP00000225276
ENSP00000225296	0.034993	9606.ENSP00000225296
ENSP00000225298	0.038287	9606.ENSP00000225298
ENSP00000225328	0.21082	9606.ENSP00000225328
ENSP00000225371	0.24125	9606.ENSP00000225371
ENSP00000225387	0.37453	9606.ENSP00000225387
ENSP00000225388	0.52055	9606.ENSP00000225388
ENSP00000225430	0.35437	9606.ENSP00000225430
ENSP00000225474	0.47602	9606.ENSP00000225474
ENSP00000225504	0.018799	9606.ENSP00000225504
ENSP00000225512	0.40373	9606.ENSP00000225512
ENSP00000225519	0.096173	9606.ENSP00000225519
ENSP00000225525	0.14238	9606.ENSP00000225525
ENSP00000225538	0.090942	9606.ENSP00000225538
ENSP00000225550	0.49413	9606.ENSP00000225550
ENSP00000225576	0.30583	9606.ENSP00000225576
ENSP00000225577	0.0019595	9606.ENSP00000225577
ENSP00000225609	0.21642	9606.ENSP00000225609
ENSP00000225614	0.40432	9606.ENSP00000225614
ENSP00000225655	0.38764	9606.ENSP00000225655
ENSP00000225665	0.36624	9606.ENSP00000225665
ENSP00000225688	0.74412	9606.ENSP00000225688
ENSP00000225698	0.73254	9606.ENSP00000225698
ENSP00000225719	0.071593	9606.ENSP00000225719
ENSP00000225724	0.23582	9606.ENSP00000225724
ENSP00000225726	0.15876	9606.ENSP00000225726
ENSP00000225728	0.21316	9606.ENSP00000225728
ENSP00000225729	0.72455	9606.ENSP00000225729
ENSP00000225737	0.36583	9606.ENSP00000225737
ENSP00000225792	0.067637	9606.ENSP00000225792
ENSP00000225823	0.75107	9606.ENSP00000225823
ENSP00000225831	0.58031	9606.ENSP00000225831
ENSP00000225842	0.23762	9606.ENSP00000225842
ENSP00000225844	0.17531	9606.ENSP00000225844
ENSP00000225899	0.50813	9606.ENSP00000225899
ENSP00000225916	0.23118	9606.ENSP00000225916
ENSP00000225927	8.9978e-5	9606.ENSP00000225927
ENSP00000225929	6.1659e-4	9606.ENSP00000225929
ENSP00000225941	1.2036e-7	9606.ENSP00000225941
ENSP00000225964	0.088834	9606.ENSP00000225964
ENSP00000225969	0.0029108	9606.ENSP00000225969
ENSP00000225972	0.11266	9606.ENSP00000225972
ENSP00000225983	0.38248	9606.ENSP00000225983
ENSP00000226004	0.54968	9606.ENSP00000226004
ENSP00000226021	0.044634	9606.ENSP00000226021
ENSP00000226067	0.75056	9606.ENSP00000226067
ENSP00000226091	0.28201	9606.ENSP00000226091
ENSP00000226105	0.35573	9606.ENSP00000226105
ENSP00000226193	0.043221	9606.ENSP00000226193
ENSP00000226207	0.76502	9606.ENSP00000226207
ENSP00000226218	0.33424	9606.ENSP00000226218
ENSP00000226225	0.43135	9606.ENSP00000226225
ENSP00000226230	0.28476	9606.ENSP00000226230
ENSP00000226247	0.75342	9606.ENSP00000226247
ENSP00000226279	0.10771	9606.ENSP00000226279
ENSP00000226284	0.96918	9606.ENSP00000226284
ENSP00000226299	0.76106	9606.ENSP00000226299
ENSP00000226317	0.56452	9606.ENSP00000226317
ENSP00000226319	0.29394	9606.ENSP00000226319
ENSP00000226355	0.15656	9606.ENSP00000226355
ENSP00000226382	0.88699	9606.ENSP00000226382
ENSP00000226413	0.74361	9606.ENSP00000226413
ENSP00000226432	0.88513	9606.ENSP00000226432
ENSP00000226444	0.30921	9606.ENSP00000226444
ENSP00000226460	0.21719	9606.ENSP00000226460
ENSP00000226524	0.53519	9606.ENSP00000226524
ENSP00000226574	0.53885	9606.ENSP00000226574
ENSP00000226730	1.0766e-8	9606.ENSP00000226730
ENSP00000226760	0.70098	9606.ENSP00000226760
ENSP00000226796	0.68471	9606.ENSP00000226796
ENSP00000226798	0.24994	9606.ENSP00000226798
ENSP00000226951	0.50066	9606.ENSP00000226951
ENSP00000227065	0.0032219	9606.ENSP00000227065
ENSP00000227155	0.46515	9606.ENSP00000227155
ENSP00000227163	0.0023334	9606.ENSP00000227163
ENSP00000227266	0.41809	9606.ENSP00000227266
ENSP00000227322	0.0049783	9606.ENSP00000227322
ENSP00000227348	0.48461	9606.ENSP00000227348
ENSP00000227349	0.5666	9606.ENSP00000227349
ENSP00000227451	0.91328	9606.ENSP00000227451
ENSP00000227471	0.72327	9606.ENSP00000227471
ENSP00000227474	0.64285	9606.ENSP00000227474
ENSP00000227507	0.014289	9606.ENSP00000227507
ENSP00000227520	0.46101	9606.ENSP00000227520
ENSP00000227524	0.0086407	9606.ENSP00000227524
ENSP00000227525	0.0056541	9606.ENSP00000227525
ENSP00000227638	0.73879	9606.ENSP00000227638
ENSP00000227667	0.0060862	9606.ENSP00000227667
ENSP00000227752	0.0058464	9606.ENSP00000227752
ENSP00000227756	0.29606	9606.ENSP00000227756
ENSP00000227868	0.25438	9606.ENSP00000227868
ENSP00000227880	0.33476	9606.ENSP00000227880
ENSP00000227918	0.14429	9606.ENSP00000227918
ENSP00000228027	0.086099	9606.ENSP00000228027
ENSP00000228136	0.0013622	9606.ENSP00000228136
ENSP00000228251	0.11071	9606.ENSP00000228251
ENSP00000228318	0.079095	9606.ENSP00000228318
ENSP00000228347	0.11803	9606.ENSP00000228347
ENSP00000228434	0.77525	9606.ENSP00000228434
ENSP00000228437	0.19543	9606.ENSP00000228437
ENSP00000228438	0.061538	9606.ENSP00000228438
ENSP00000228463	0.86195	9606.ENSP00000228463
ENSP00000228468	0.50958	9606.ENSP00000228468
ENSP00000228476	0.71768	9606.ENSP00000228476
ENSP00000228495	0.062112	9606.ENSP00000228495
ENSP00000228506	0.21698	9606.ENSP00000228506
ENSP00000228510	0.085771	9606.ENSP00000228510
ENSP00000228515	0.30418	9606.ENSP00000228515
ENSP00000228534	0.028469	9606.ENSP00000228534
ENSP00000228567	0.22662	9606.ENSP00000228567
ENSP00000228606	0.78816	9606.ENSP00000228606
ENSP00000228641	0.13245	9606.ENSP00000228641
ENSP00000228644	0.18523	9606.ENSP00000228644
ENSP00000228682	0.26309	9606.ENSP00000228682
ENSP00000228705	0.24127	9606.ENSP00000228705
ENSP00000228740	0.23549	9606.ENSP00000228740
ENSP00000228741	0.42363	9606.ENSP00000228741
ENSP00000228799	0.4028	9606.ENSP00000228799
ENSP00000228811	0.33961	9606.ENSP00000228811
ENSP00000228820	0.5698	9606.ENSP00000228820
ENSP00000228825	0.13992	9606.ENSP00000228825
ENSP00000228837	0.46525	9606.ENSP00000228837
ENSP00000228841	0.096796	9606.ENSP00000228841
ENSP00000228843	0.71811	9606.ENSP00000228843
ENSP00000228850	0.68591	9606.ENSP00000228850
ENSP00000228865	0.30513	9606.ENSP00000228865
ENSP00000228872	0.76502	9606.ENSP00000228872
ENSP00000228887	0.0031505	9606.ENSP00000228887
ENSP00000228918	0.28379	9606.ENSP00000228918
ENSP00000228922	0.39268	9606.ENSP00000228922
ENSP00000228928	0.75361	9606.ENSP00000228928
ENSP00000228936	0.42111	9606.ENSP00000228936
ENSP00000228938	0.87919	9606.ENSP00000228938
ENSP00000228945	0.79049	9606.ENSP00000228945
ENSP00000229002	0.36727	9606.ENSP00000229002
ENSP00000229030	0.83385	9606.ENSP00000229030
ENSP00000229134	3.4472e-4	9606.ENSP00000229134
ENSP00000229135	0.26872	9606.ENSP00000229135
ENSP00000229179	0.15169	9606.ENSP00000229179
ENSP00000229195	0.44165	9606.ENSP00000229195
ENSP00000229214	0.82542	9606.ENSP00000229214
ENSP00000229238	1.7914e-4	9606.ENSP00000229238
ENSP00000229243	0.0045493	9606.ENSP00000229243
ENSP00000229264	0.80801	9606.ENSP00000229264
ENSP00000229266	0.56737	9606.ENSP00000229266
ENSP00000229268	0.8949	9606.ENSP00000229268
ENSP00000229270	0.93012	9606.ENSP00000229270
ENSP00000229281	0.30117	9606.ENSP00000229281
ENSP00000229304	0.17274	9606.ENSP00000229304
ENSP00000229307	0.52025	9606.ENSP00000229307
ENSP00000229314	0.0058948	9606.ENSP00000229314
ENSP00000229329	0.26234	9606.ENSP00000229329
ENSP00000229330	0.015826	9606.ENSP00000229330
ENSP00000229332	0.092655	9606.ENSP00000229332
ENSP00000229335	0.51792	9606.ENSP00000229335
ENSP00000229340	0.69364	9606.ENSP00000229340
ENSP00000229379	0.25958	9606.ENSP00000229379
ENSP00000229390	0.18262	9606.ENSP00000229390
ENSP00000229395	0.26645	9606.ENSP00000229395
ENSP00000229402	0.89959	9606.ENSP00000229402
ENSP00000229447	0.75255	9606.ENSP00000229447
ENSP00000229554	0.62698	9606.ENSP00000229554
ENSP00000229583	0.76512	9606.ENSP00000229583
ENSP00000229595	0.69176	9606.ENSP00000229595
ENSP00000229633	0.11714	9606.ENSP00000229633
ENSP00000229708	0.027901	9606.ENSP00000229708
ENSP00000229729	2.5855e-7	9606.ENSP00000229729
ENSP00000229758	0.55788	9606.ENSP00000229758
ENSP00000229769	0.53481	9606.ENSP00000229769
ENSP00000229771	0.54659	9606.ENSP00000229771
ENSP00000229795	0.34159	9606.ENSP00000229795
ENSP00000229812	0.68518	9606.ENSP00000229812
ENSP00000229829	0.12562	9606.ENSP00000229829
ENSP00000229903	0.12483	9606.ENSP00000229903
ENSP00000229922	0.08504	9606.ENSP00000229922
ENSP00000229955	0.53376	9606.ENSP00000229955
ENSP00000230036	0.025847	9606.ENSP00000230036
ENSP00000230048	0.48992	9606.ENSP00000230048
ENSP00000230050	0.59565	9606.ENSP00000230050
ENSP00000230053	0.54589	9606.ENSP00000230053
ENSP00000230056	0.45228	9606.ENSP00000230056
ENSP00000230085	0.21808	9606.ENSP00000230085
ENSP00000230122	0.69236	9606.ENSP00000230122
ENSP00000230124	0.5509	9606.ENSP00000230124
ENSP00000230256	0.87927	9606.ENSP00000230256
ENSP00000230301	0.38481	9606.ENSP00000230301
ENSP00000230321	0.099348	9606.ENSP00000230321
ENSP00000230340	0.070019	9606.ENSP00000230340
ENSP00000230354	0.5653	9606.ENSP00000230354
ENSP00000230361	0.015383	9606.ENSP00000230361
ENSP00000230381	0.034542	9606.ENSP00000230381
ENSP00000230431	0.16239	9606.ENSP00000230431
ENSP00000230449	0.091782	9606.ENSP00000230449
ENSP00000230461	0.43499	9606.ENSP00000230461
ENSP00000230538	0.40003	9606.ENSP00000230538
ENSP00000230582	0.028662	9606.ENSP00000230582
ENSP00000230588	0.72565	9606.ENSP00000230588
ENSP00000230640	0.67359	9606.ENSP00000230640
ENSP00000230658	0.67492	9606.ENSP00000230658
ENSP00000230671	0.10702	9606.ENSP00000230671
ENSP00000230792	0.18621	9606.ENSP00000230792
ENSP00000230990	0.71867	9606.ENSP00000230990
ENSP00000231004	0.0041489	9606.ENSP00000231004
ENSP00000231009	0.50375	9606.ENSP00000231009
ENSP00000231021	0.22034	9606.ENSP00000231021
ENSP00000231061	0.043843	9606.ENSP00000231061
ENSP00000231121	0.17841	9606.ENSP00000231121
ENSP00000231130	0.26994	9606.ENSP00000231130
ENSP00000231134	0.34817	9606.ENSP00000231134
ENSP00000231136	0.70485	9606.ENSP00000231136
ENSP00000231137	0.78886	9606.ENSP00000231137
ENSP00000231173	0.85179	9606.ENSP00000231173
ENSP00000231198	0.078321	9606.ENSP00000231198
ENSP00000231228	0.081166	9606.ENSP00000231228
ENSP00000231238	0.53236000000000006	9606.ENSP00000231238
ENSP00000231368	0.038356	9606.ENSP00000231368
ENSP00000231420	0.81107	9606.ENSP00000231420
ENSP00000231449	6.5163e-21	9606.ENSP00000231449
ENSP00000231454	4.6498e-20	9606.ENSP00000231454
ENSP00000231461	0.77829	9606.ENSP00000231461
ENSP00000231484	0.8783	9606.ENSP00000231484
ENSP00000231487	0.14447	9606.ENSP00000231487
ENSP00000231498	0.016475	9606.ENSP00000231498
ENSP00000231509	0.58069	9606.ENSP00000231509
ENSP00000231512	0.3536	9606.ENSP00000231512
ENSP00000231524	0.78694	9606.ENSP00000231524
ENSP00000231572	0.30132	9606.ENSP00000231572
ENSP00000231656	0.36664	9606.ENSP00000231656
ENSP00000231668	0.019128	9606.ENSP00000231668
ENSP00000231706	0.23933	9606.ENSP00000231706
ENSP00000231721	0.14565	9606.ENSP00000231721
ENSP00000231749	0.078591	9606.ENSP00000231749
ENSP00000231751	0.13199	9606.ENSP00000231751
ENSP00000231790	0.18383	9606.ENSP00000231790
ENSP00000231887	0.46382	9606.ENSP00000231887
ENSP00000231948	0.15542	9606.ENSP00000231948
ENSP00000232003	0.74034	9606.ENSP00000232003
ENSP00000232217	0.48165	9606.ENSP00000232217
ENSP00000232219	0.69833	9606.ENSP00000232219
ENSP00000232375	0.3637	9606.ENSP00000232375
ENSP00000232424	0.34218	9606.ENSP00000232424
ENSP00000232461	0.23831	9606.ENSP00000232461
ENSP00000232496	0.44374	9606.ENSP00000232496
ENSP00000232501	0.51964	9606.ENSP00000232501
ENSP00000232564	0.80693	9606.ENSP00000232564
ENSP00000232603	0.62708	9606.ENSP00000232603
ENSP00000232607	0.48882	9606.ENSP00000232607
ENSP00000232744	0.063701	9606.ENSP00000232744
ENSP00000232766	0.11471	9606.ENSP00000232766
ENSP00000232888	0.80967	9606.ENSP00000232888
ENSP00000232892	0.49995	9606.ENSP00000232892
ENSP00000232905	0.45715	9606.ENSP00000232905
ENSP00000232974	0.10619	9606.ENSP00000232974
ENSP00000232975	0.14607	9606.ENSP00000232975
ENSP00000232978	0.063969	9606.ENSP00000232978
ENSP00000233025	0.11123	9606.ENSP00000233025
ENSP00000233027	0.022712	9606.ENSP00000233027
ENSP00000233055	0.038625	9606.ENSP00000233055
ENSP00000233057	0.60023	9606.ENSP00000233057
ENSP00000233078	0.57075	9606.ENSP00000233078
ENSP00000233099	0.14807	9606.ENSP00000233099
ENSP00000233121	0.071745	9606.ENSP00000233121
ENSP00000233143	0.1878	9606.ENSP00000233143
ENSP00000233146	0.56233	9606.ENSP00000233146
ENSP00000233154	0.23056	9606.ENSP00000233154
ENSP00000233156	0.48241	9606.ENSP00000233156
ENSP00000233202	0.19184	9606.ENSP00000233202
ENSP00000233242	0.0093924	9606.ENSP00000233242
ENSP00000233331	0.018496	9606.ENSP00000233331
ENSP00000233336	0.059708	9606.ENSP00000233336
ENSP00000233379	0.56189	9606.ENSP00000233379
ENSP00000233468	0.29814	9606.ENSP00000233468
ENSP00000233535	0.30418	9606.ENSP00000233535
ENSP00000233575	0.19965	9606.ENSP00000233575
ENSP00000233596	0.88366	9606.ENSP00000233596
ENSP00000233615	0.27007	9606.ENSP00000233615
ENSP00000233623	0.092553	9606.ENSP00000233623
ENSP00000233627	0.72517	9606.ENSP00000233627
ENSP00000233630	0.40036	9606.ENSP00000233630
ENSP00000233638	0.39315	9606.ENSP00000233638
ENSP00000233668	0.2834	9606.ENSP00000233668
ENSP00000233710	0.52146	9606.ENSP00000233710
ENSP00000233735	0.58427	9606.ENSP00000233735
ENSP00000233809	0.10885	9606.ENSP00000233809
ENSP00000233813	0.49288	9606.ENSP00000233813
ENSP00000233826	0.15437	9606.ENSP00000233826
ENSP00000233838	0.67651	9606.ENSP00000233838
ENSP00000233840	0.066096	9606.ENSP00000233840
ENSP00000233893	0.013872	9606.ENSP00000233893
ENSP00000233948	0.36351	9606.ENSP00000233948
ENSP00000233954	1.6525e-34	9606.ENSP00000233954
ENSP00000233969	2.6835e-10	9606.ENSP00000233969
ENSP00000233997	0.39489	9606.ENSP00000233997
ENSP00000234038	0.0068194	9606.ENSP00000234038
ENSP00000234071	0.74858	9606.ENSP00000234071
ENSP00000234091	0.89853	9606.ENSP00000234091
